ShowCount,GeneralCount,GoodRateShow,GoodRateStyle,GeneralRateShow,Score2Count,AverageScore,PoorRateStyle,CommentCount,GoodRate,AfterCount,PoorRate,GeneralRate,ProductId,SkuId,GeneralRateStyle,Score5Count,Score4Count,PoorRateShow,GoodCount,PoorCount,Score1Count,Score3Count
3666,760,97,144,2,202,5,2,31474,0.963,104,0.013,0.024,1165578,1165578,4,29019,1257,1,30276,438,438,558
242,27,96,145,3,6,5,1,1053,0.967,5,0.008,0.025,3022861,3022861,4,973,44,1,1017,9,9,21
246,120,94,141,3,42,5,4,3452,0.938,0,0.028,0.034,10452603610,10452603610,5,3098,137,3,3235,97,97,78
78,26,96,144,3,4,5,2,992,0.961,1,0.013,0.026,1160825442,1160825442,4,903,50,1,953,13,13,22
7426,1221,97,145,2,292,5,2,51780,0.965,62,0.012,0.023,1359943,1359943,3,47327,2563,1,49890,669,669,929
56,4,98,148,1,0,5,1,789,0.989,2,0.006,0.005,10079663472,10079663472,1,755,25,1,780,5,5,4
177,27,96,144,3,6,5,2,987,0.963,4,0.01,0.027,3457192,3457192,4,928,22,1,950,10,10,21
240,40,95,143,3,18,5,3,1516,0.952,1,0.022,0.026,10652656590,10652656590,4,1388,54,2,1442,34,34,22
152,35,96,144,4,7,5,0,927,0.96,3,0.003,0.037,3352632,3352632,6,849,40,0,889,3,3,28
1628,207,96,145,2,59,5,2,9555,0.963,74,0.016,0.021,2900024,2900024,3,8912,278,2,9190,158,158,148
153,22,96,144,2,5,5,3,1029,0.958,5,0.021,0.021,1717858883,1717858883,3,959,26,2,985,22,22,17
1924,517,97,145,2,119,5,2,27334,0.971,72,0.011,0.018,1304909,1304909,3,24800,1702,1,26502,315,315,398
1595,233,97,147,2,66,5,1,14832,0.976,115,0.009,0.015,3743915,3743915,2,13910,543,1,14453,146,146,167
2,0,100,150,0,0,5,0,111,1.0,0,0.0,0.0,11321428115,11321428115,0,111,0,0,111,0,0,0
26,3,97,145,2,0,5,1,124,0.968,1,0.008,0.024,3750189,3750189,4,118,2,1,120,1,1,3
1893,288,96,145,2,78,5,2,14146,0.964,74,0.016,0.02,3034100,3034100,3,13056,572,2,13628,230,230,210
7469,1617,97,145,2,374,5,2,67502,0.966,140,0.011,0.023,3188364,3188364,3,61332,3747,1,65079,806,806,1243
18,3,99,148,1,3,5,0,255,0.989,0,0.0,0.011,11520640259,11520640259,2,251,1,0,252,0,0,0
92,20,96,143,2,5,5,3,814,0.953,11,0.023,0.024,10947197145,10947197145,4,740,35,2,775,19,19,15
35,12,97,145,2,5,5,2,528,0.965,0,0.013,0.022,1081974398,1081974398,3,478,31,1,509,7,7,7
36,3,98,147,1,0,5,2,420,0.979,2,0.014,0.007,10558009033,10558009033,1,403,8,1,411,6,6,3
107,24,94,142,4,7,5,2,642,0.948,2,0.015,0.037,2998944,2998944,6,595,13,2,608,10,10,17
108,3,98,147,2,1,5,0,175,0.983,1,0.0,0.017,11384520656,11384520656,3,168,4,0,172,0,0,2
152,35,96,144,4,7,5,0,927,0.96,3,0.003,0.037,3352628,3352628,6,849,40,0,889,3,3,28
211,19,97,146,2,3,5,2,1226,0.974,9,0.011,0.015,10194638469,10194638469,2,1153,40,1,1193,14,14,16
233,32,96,144,3,5,5,2,1234,0.963,3,0.012,0.025,3127276,3127276,4,1144,42,1,1186,16,16,27
242,47,95,142,3,14,5,3,1478,0.947,9,0.022,0.031,10165462117,10165462117,5,1340,58,2,1398,33,33,33
830,190,95,144,3,49,5,2,6879,0.958,28,0.015,0.027,4204302,4204302,4,6221,362,2,6583,106,106,141
339,96,96,143,3,33,5,2,2977,0.956,9,0.012,0.032,1296968,1296968,5,2699,146,1,2845,36,36,63
2645,265,97,147,2,61,5,1,16119,0.976,62,0.008,0.016,3734497,3734497,2,15124,597,1,15721,133,133,204
26,11,98,148,1,3,5,1,2029,0.989,0,0.006,0.005,1313381044,1313381044,1,1982,23,1,2005,13,13,8
84,6,99,148,1,3,5,0,450,0.985,4,0.002,0.013,10807001735,10807001735,2,434,9,0,443,1,1,3
259,39,97,145,2,8,5,2,1629,0.967,17,0.01,0.023,281128,281128,3,1508,65,1,1573,17,17,31
162,22,97,146,2,10,5,1,994,0.969,8,0.009,0.022,10513789553,10513789553,3,929,34,1,963,9,9,12
0,0,100,150,0,0,5,0,203,1.0,0,0.0,0.0,11165569500,11165569500,0,202,1,0,203,0,0,0
447,133,97,146,2,40,5,1,7280,0.975,22,0.007,0.018,1624359,1624359,3,6752,343,1,7095,52,52,93
396,85,95,143,3,20,5,3,3104,0.954,9,0.019,0.027,2207625,2207625,4,2816,142,2,2958,61,61,65
18,2,98,148,2,1,5,0,120,0.984,0,0.0,0.016,1478212222,1478212222,2,113,5,0,118,0,0,1
493,102,95,144,3,29,5,2,3404,0.956,16,0.015,0.029,2133753,2133753,4,3103,146,2,3249,53,53,73
69,132,93,140,4,26,5,4,3217,0.93,8,0.029,0.041,1129910008,1129910008,6,2697,293,3,2990,95,95,106
33,5,98,148,1,1,5,1,586,0.984,2,0.008,0.008,1412805879,1412805879,1,568,8,1,576,5,5,4
3528,570,95,142,3,159,5,3,18894,0.952,83,0.018,0.03,4089524,4089524,5,17277,698,2,17975,349,349,411
133,18,96,145,2,5,5,2,805,0.962,6,0.016,0.022,4236330,4236330,3,745,29,2,774,13,13,13
892,217,96,144,3,45,5,2,7266,0.959,10,0.012,0.029,1083512,1083512,4,6470,487,1,6957,92,92,172
2403,1015,94,142,4,228,5,3,28312,0.948,57,0.017,0.035,695790,695790,5,24551,2259,2,26810,487,487,787
2190,471,97,144,2,124,5,2,18967,0.965,38,0.011,0.024,2236611,2236611,4,17181,1100,1,18281,215,215,347
220,31,98,147,1,6,5,1,2087,0.978,11,0.008,0.014,1916609,1916609,2,1952,87,1,2039,17,17,25
653,243,95,143,4,55,5,2,6626,0.95,20,0.014,0.036,999739,999739,5,5817,473,1,6290,93,93,188
602,134,96,144,3,30,5,2,5057,0.961,16,0.013,0.026,1307575,1307575,4,4580,274,1,4854,69,69,104
447,133,97,146,2,40,5,1,7280,0.975,22,0.007,0.018,1624355,1624355,3,6752,343,1,7095,52,52,93
1390,281,97,145,2,54,5,2,15523,0.971,30,0.011,0.018,3091481,3091481,3,14306,763,1,15069,173,173,227
364,78,95,144,3,19,5,2,3105,0.959,5,0.016,0.025,4164806,4164806,4,2833,144,2,2977,50,50,59
72,13,97,147,2,3,5,1,824,0.979,3,0.006,0.015,331355,331355,2,719,87,1,806,5,5,10
25,5,97,145,1,1,5,3,387,0.97,1,0.018,0.012,1082019043,1082019043,2,348,27,2,375,7,7,4
327,28,97,146,1,8,5,2,2096,0.972,31,0.015,0.013,4212074,4212074,2,1959,77,2,2036,32,32,20
47,2,100,148,0,0,5,1,475,0.992,0,0.004,0.004,10943364059,10943364059,1,464,7,0,471,2,2,2
43,6,96,144,2,4,5,4,365,0.96,4,0.024,0.016,11688168883,11688168883,2,342,8,2,350,9,9,2
42,2,97,146,1,2,5,3,286,0.974,3,0.02,0.006,11076991864,11076991864,1,272,6,2,278,6,6,0
327,28,97,146,1,8,5,2,2096,0.972,31,0.015,0.013,3108243,3108243,2,1959,77,2,2036,32,32,20
602,134,96,144,3,30,5,2,5057,0.961,16,0.013,0.026,2134619,2134619,4,4580,274,1,4854,69,69,104
29,1,99,148,1,0,5,0,80,0.988,2,0.0,0.012,11132140101,11132140101,2,76,3,0,79,0,0,1
4721,1029,97,145,2,249,5,2,43260,0.965,140,0.012,0.023,962926,962926,3,39286,2392,1,41678,553,553,780
2207,547,96,144,3,119,5,2,20733,0.963,27,0.011,0.026,1066527,1066527,4,18440,1516,1,19956,230,230,428
1595,233,97,147,2,66,5,1,14832,0.976,115,0.009,0.015,3564044,3564044,2,13910,543,1,14453,146,146,167
2190,471,97,144,2,124,5,2,18967,0.965,38,0.011,0.024,2235840,2235840,4,17181,1100,1,18281,215,215,347
2060,628,96,144,3,119,5,2,21526,0.961,33,0.01,0.029,958645,958645,4,18918,1747,1,20665,233,233,509
4266,1009,97,145,2,230,5,2,46655,0.969,112,0.01,0.021,1637505,1637505,3,42820,2338,1,45158,488,488,779
875,264,97,145,2,63,5,2,11138,0.964,20,0.013,0.023,1559076,1559076,3,9924,799,1,10723,151,151,201
641,123,95,143,3,38,5,3,4917,0.954,7,0.021,0.025,1817794,1817794,4,4483,205,2,4688,106,106,85
233,57,95,143,3,23,5,3,1974,0.949,13,0.023,0.028,10111265944,10111265944,4,1779,92,2,1871,46,46,34
95,20,98,147,1,6,5,1,1584,0.981,2,0.007,0.012,1011804039,1011804039,2,1505,47,1,1552,12,12,14
242,27,96,145,3,6,5,1,1053,0.967,5,0.008,0.025,3352646,3352646,4,973,44,1,1017,9,9,21
934,148,97,145,2,43,5,2,7590,0.968,32,0.013,0.019,2192017,2192017,3,7039,303,1,7342,100,100,105
87,2,100,149,0,0,5,0,454,0.994,1,0.002,0.004,11146335326,11146335326,1,451,0,0,451,1,1,2
121,9,98,148,1,3,5,1,1026,0.984,6,0.008,0.008,1624356,1624356,1,973,35,1,1008,9,9,6
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,1844798,1844798,3,25837,2281,1,28118,275,275,528
502,98,95,143,3,28,5,3,3796,0.954,4,0.021,0.025,3014081,3014081,4,3465,152,2,3617,81,81,70
407,103,94,141,4,25,5,3,2737,0.942,6,0.021,0.037,3770073,3770073,6,2485,89,2,2574,60,60,78
51,2,99,149,1,1,5,0,302,0.991,1,0.003,0.006,11381616594,11381616594,1,296,3,0,299,1,1,1
1023,207,97,144,2,56,5,2,8346,0.965,27,0.011,0.024,2929589,2929589,4,7672,368,1,8040,99,99,151
35,47,90,135,7,18,5,5,712,0.902,0,0.032,0.066,11675359074,11675359074,10,606,36,3,642,23,23,29
382,193,97,145,2,54,5,2,10640,0.97,9,0.012,0.018,1541214445,1541214445,3,10060,253,1,10313,134,134,139
117,16,97,145,2,3,5,2,686,0.966,7,0.011,0.023,10688590173,10688590173,3,639,23,1,662,8,8,13
259,39,97,145,2,8,5,2,1629,0.967,17,0.01,0.023,3760650,3760650,3,1508,65,1,1573,17,17,31
2023,331,97,145,2,83,5,2,15888,0.969,62,0.011,0.02,1088853,1088853,3,14534,835,1,15369,188,188,248
107,54,96,144,2,10,5,3,2881,0.965,3,0.017,0.018,1019002592,1019002592,3,2570,208,2,2778,49,49,44
5115,788,97,146,2,168,5,1,36887,0.97,73,0.009,0.021,2320190,2320190,3,33827,1938,1,35765,334,334,620
113,116,96,144,3,26,5,2,3957,0.961,2,0.01,0.029,1002703788,1002703788,4,3410,389,1,3799,42,42,90
1094,162,96,144,3,51,5,2,6466,0.961,75,0.014,0.025,4148114,4148114,4,5973,238,1,6211,93,93,111
348,172,94,142,4,42,5,3,4680,0.943,10,0.021,0.036,1844814,1844814,5,4217,192,2,4409,99,99,130
6,1,96,144,2,1,5,3,53,0.964,0,0.018,0.018,11827789181,11827789181,3,50,1,2,51,1,1,0
4266,1009,97,145,2,230,5,2,46655,0.969,112,0.01,0.021,1198535,1198535,3,42820,2338,1,45158,488,488,779
230,45,97,146,2,17,5,2,2884,0.971,4,0.014,0.015,10060845982,10060845982,2,2724,74,1,2798,41,41,28
1005,218,97,144,2,40,5,2,8849,0.966,18,0.01,0.024,1083522,1083522,4,8004,533,1,8537,94,94,178
1924,517,97,145,2,119,5,2,27334,0.971,72,0.011,0.018,1088856,1088856,3,24800,1702,1,26502,315,315,398
485,46,96,144,2,15,5,3,2625,0.965,30,0.018,0.017,2993867,2993867,3,2445,85,2,2530,49,49,31
263,138,94,142,4,33,5,3,3851,0.946,11,0.019,0.035,990524,990524,5,3351,288,2,3639,74,74,105
590,122,96,144,2,33,5,3,5350,0.961,6,0.017,0.022,1142312278,1142312278,3,4933,201,2,5134,94,94,89
1390,281,97,145,2,54,5,2,15523,0.971,30,0.011,0.018,3091479,3091479,3,14306,763,1,15069,173,173,227
19,3,96,144,2,0,5,3,168,0.966,2,0.017,0.017,10126360170,10126360170,3,160,2,2,162,3,3,3
60,10,98,146,1,1,5,2,897,0.979,5,0.01,0.011,1472881855,1472881855,2,869,9,1,878,9,9,9
2608,297,97,145,2,83,5,2,14628,0.966,91,0.014,0.02,3734313,3734313,3,13634,491,1,14125,206,206,214
1030,250,95,142,3,74,5,3,8300,0.948,5,0.022,0.03,2048412,2048412,5,7465,399,2,7864,186,186,176
10,0,98,147,0,0,5,3,42,0.977,0,0.023,0.0,11392929028,11392929028,0,38,3,2,41,1,1,0
191,19,97,145,2,4,5,2,866,0.969,2,0.01,0.021,3717433,3717433,3,806,32,1,838,9,9,15
4266,1009,97,145,2,230,5,2,46655,0.969,112,0.01,0.021,1637637,1637637,3,42820,2338,1,45158,488,488,779
1206,240,95,143,3,68,5,3,9006,0.955,34,0.019,0.026,3009924,3009924,4,8229,359,2,8588,178,178,172
57,6,98,147,1,2,5,2,627,0.979,6,0.012,0.009,10128621356,10128621356,1,596,17,1,613,8,8,4
1595,233,97,147,2,66,5,1,14832,0.976,115,0.009,0.015,3133679,3133679,2,13910,543,1,14453,146,146,167
749,110,96,144,3,21,5,2,4279,0.962,25,0.013,0.025,1920026,1920026,4,3931,182,1,4113,56,56,89
530,90,96,145,2,21,5,2,4390,0.964,25,0.016,0.02,2214431,2214431,3,4057,172,2,4229,71,71,69
90,19,98,148,1,5,5,1,2154,0.986,6,0.006,0.008,1584304215,1584304215,1,2071,50,1,2121,14,14,14
42,9,99,149,1,2,5,0,1140,0.991,0,0.002,0.007,1774334348,1774334348,1,1112,16,0,1128,3,3,7
73,2,98,148,1,1,5,1,293,0.988,0,0.006,0.006,2289694,2289694,1,280,9,1,289,2,2,1
460,113,95,143,3,39,5,3,3819,0.948,8,0.023,0.029,1791740272,1791740272,4,3455,163,2,3618,88,88,74
77,5,97,145,1,0,5,3,409,0.969,6,0.019,0.012,10380799866,10380799866,2,373,23,2,396,8,8,5
3413,630,95,143,3,176,5,3,23473,0.956,119,0.018,0.026,2993433,2993433,4,21488,930,2,22418,425,425,454
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304921,1304921,2,24749,1297,1,26046,263,263,346
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,931075,931075,3,25837,2281,1,28118,275,275,528
165,16,100,150,0,5,5,0,6892,0.997,11,0.001,0.002,1432553028,1432553028,0,6842,26,0,6868,8,8,11
38,11,98,146,1,2,5,2,745,0.972,2,0.014,0.014,1314618302,1314618302,2,704,19,1,723,11,11,9
1348,523,96,144,3,87,5,2,20556,0.964,34,0.011,0.025,3022138,3022138,4,18224,1576,1,19800,233,233,436
18,0,100,150,0,0,5,0,247,1.0,1,0.0,0.0,11252837736,11252837736,0,246,1,0,247,0,0,0
62,19,95,143,3,4,5,2,622,0.954,8,0.016,0.03,10267842859,10267842859,5,573,20,2,593,10,10,15
33,1,97,146,1,0,5,3,136,0.971,5,0.022,0.007,11656214798,11656214798,1,131,1,2,132,3,3,1
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304918,1304918,2,24749,1297,1,26046,263,263,346
1740,455,95,142,3,135,5,3,15004,0.953,8,0.017,0.03,1267568,1267568,5,13589,703,2,14292,257,257,320
12,1,99,149,1,0,5,0,103,0.991,0,0.0,0.009,10479201331,10479201331,1,101,1,0,102,0,0,1
2608,297,97,145,2,83,5,2,14628,0.966,91,0.014,0.02,3111741,3111741,3,13634,491,1,14125,206,206,214
259,39,97,145,2,8,5,2,1629,0.967,17,0.01,0.023,3760700,3760700,3,1508,65,1,1573,17,17,31
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304912,1304912,2,24749,1297,1,26046,263,263,346
2085,370,95,143,3,118,5,3,12625,0.948,107,0.023,0.029,3942977,3942977,4,11485,469,2,11954,301,301,252
895,625,93,140,4,166,5,4,16471,0.936,5,0.027,0.037,1024426033,1024426033,6,14274,1124,3,15398,448,448,459
269,66,97,145,2,17,5,2,2827,0.964,1,0.013,0.023,1059234,1059234,3,2521,203,1,2724,37,37,49
76,8,100,150,0,1,5,0,2117,0.994,4,0.003,0.003,10275149929,10275149929,0,2090,11,0,2101,8,8,7
2,0,100,150,0,0,5,0,241,1.0,0,0.0,0.0,11267237567,11267237567,0,240,1,0,241,0,0,0
749,110,96,144,3,21,5,2,4279,0.962,25,0.013,0.025,2993139,2993139,4,3931,182,1,4113,56,56,89
277,52,97,145,2,20,5,2,2582,0.968,7,0.012,0.02,10047288356,10047288356,3,2434,64,1,2498,32,32,32
8,0,100,150,0,0,5,0,378,0.998,0,0.002,0.0,11455391982,11455391982,0,376,1,0,377,1,1,0
830,190,95,144,3,49,5,2,6879,0.958,28,0.015,0.027,756154,756154,4,6221,362,2,6583,106,106,141
138,38,97,145,2,6,5,2,1938,0.97,2,0.011,0.019,10000146288,10000146288,3,1812,65,1,1877,23,23,32
81,8,97,145,2,4,5,2,362,0.965,6,0.013,0.022,2900016,2900016,3,333,16,1,349,5,5,4
316,91,97,146,2,22,5,1,4413,0.971,3,0.009,0.02,725370,725370,3,4013,266,1,4279,43,43,69
1030,250,95,142,3,74,5,3,8300,0.948,5,0.022,0.03,2048380,2048380,5,7465,399,2,7864,186,186,176
9135,2487,95,144,3,628,5,2,99133,0.96,163,0.015,0.025,2752616,2752616,4,89602,5500,2,95102,1544,1544,1859
596,93,97,147,2,19,5,1,6092,0.978,23,0.007,0.015,1460205335,1460205335,2,5781,175,1,5956,43,43,74
1390,281,97,145,2,54,5,2,15523,0.971,30,0.011,0.018,1267571,1267571,3,14306,763,1,15069,173,173,227
3528,570,95,142,3,159,5,3,18894,0.952,83,0.018,0.03,3658627,3658627,5,17277,698,2,17975,349,349,411
7469,1617,97,145,2,374,5,2,67502,0.966,140,0.011,0.023,3188372,3188372,3,61332,3747,1,65079,806,806,1243
631,101,95,143,3,29,5,3,3881,0.951,11,0.023,0.026,1117278443,1117278443,4,3552,135,2,3687,93,93,72
4266,1009,97,145,2,230,5,2,46655,0.969,112,0.01,0.021,1088859,1088859,3,42820,2338,1,45158,488,488,779
13983,2991,97,145,2,776,5,2,130581,0.965,275,0.013,0.022,962925,962925,3,119509,6293,1,125802,1788,1788,2215
13983,2991,97,145,2,776,5,2,130581,0.965,275,0.013,0.022,1030693,1030693,3,119509,6293,1,125802,1788,1788,2215
1094,162,96,144,3,51,5,2,6466,0.961,75,0.014,0.025,4148200,4148200,4,5973,238,1,6211,93,93,111
1528,186,97,147,2,47,5,1,11973,0.977,29,0.008,0.015,1865337,1865337,2,11293,398,1,11691,96,96,139
1528,186,97,147,2,47,5,1,11973,0.977,29,0.008,0.015,1865314,1865314,2,11293,398,1,11691,96,96,139
1785,1597,94,141,5,310,5,2,33943,0.94,14,0.013,0.047,1001989,1001989,7,27006,4887,1,31893,453,453,1287
397,41,97,146,2,6,5,1,2259,0.973,27,0.009,0.018,10285052649,10285052649,3,2152,45,1,2197,21,21,35
530,90,96,145,2,21,5,2,4390,0.964,25,0.016,0.02,2213794,2213794,3,4057,172,2,4229,71,71,69
2412,442,94,141,3,154,5,4,14469,0.944,83,0.026,0.03,10391081152,10391081152,5,13119,530,3,13649,378,378,288
43,9,98,147,1,2,5,1,644,0.98,3,0.007,0.013,1423858091,1423858091,2,605,25,1,630,5,5,7
639,186,95,144,3,65,5,2,6389,0.956,12,0.015,0.029,1015003,1015003,4,5726,378,2,6104,99,99,121
385,32,98,147,1,5,5,1,2408,0.98,4,0.007,0.013,10412483064,10412483064,2,2295,64,1,2359,17,17,27
327,28,97,146,1,8,5,2,2096,0.972,31,0.015,0.013,3108249,3108249,2,1959,77,2,2036,32,32,20
3112,639,95,143,3,176,5,3,22133,0.954,80,0.018,0.028,2017350,2017350,4,20140,939,2,21079,415,415,463
75,8,97,145,2,2,5,2,418,0.967,4,0.014,0.019,10386557539,10386557539,3,389,15,1,404,6,6,6
327,28,97,146,1,8,5,2,2096,0.972,31,0.015,0.013,3108251,3108251,2,1959,77,2,2036,32,32,20
934,148,97,145,2,43,5,2,7590,0.968,32,0.013,0.019,1637519,1637519,3,7039,303,1,7342,100,100,105
2635,401,95,144,3,133,5,2,14737,0.957,88,0.016,0.027,3564094,3564094,4,13498,593,2,14091,245,245,268
2060,628,96,144,3,119,5,2,21526,0.961,33,0.01,0.029,725357,725357,4,18918,1747,1,20665,233,233,509
934,148,97,145,2,43,5,2,7590,0.968,32,0.013,0.019,4165078,4165078,3,7039,303,1,7342,100,100,105
92,14,93,139,4,3,5,5,347,0.929,5,0.031,0.04,11593796662,11593796662,6,311,11,3,322,11,11,11
7426,1221,97,145,2,292,5,2,51780,0.965,62,0.012,0.023,1059247,1059247,3,47327,2563,1,49890,669,669,929
3842,1550,96,144,3,340,5,2,56821,0.962,53,0.011,0.027,313982,313982,4,48915,5686,1,54601,670,670,1210
4721,1029,97,145,2,249,5,2,43260,0.965,140,0.012,0.023,962918,962918,3,39286,2392,1,41678,553,553,780
780,102,96,144,2,27,5,3,4949,0.963,31,0.017,0.02,2220411,2220411,3,4574,187,2,4761,86,86,75
3842,1550,96,144,3,340,5,2,56821,0.962,53,0.011,0.027,313981,313981,4,48915,5686,1,54601,670,670,1210
1943,226,97,145,2,77,5,2,11387,0.971,70,0.01,0.019,3076537,3076537,3,10584,455,1,11039,122,122,149
1595,233,97,147,2,66,5,1,14832,0.976,115,0.009,0.015,4183492,4183492,2,13910,543,1,14453,146,146,167
5698,1300,97,145,2,279,5,2,59188,0.968,159,0.011,0.021,407959,407959,3,53743,3435,1,57178,710,710,1021
10,49,97,145,2,15,5,2,2575,0.97,0,0.011,0.019,10038313989,10038313989,3,2428,68,1,2496,30,30,34
315,45,96,144,2,12,5,3,2054,0.961,27,0.018,0.021,10597900780,10597900780,3,1884,88,2,1972,37,37,33
1566,295,96,144,2,83,5,2,11930,0.961,36,0.015,0.024,1289751,1289751,4,10876,580,2,11456,179,179,212
1473,319,96,144,2,86,5,2,13263,0.96,50,0.016,0.024,1307480,1307480,4,12086,643,2,12729,215,215,233
125,41,99,147,1,11,5,1,3846,0.986,9,0.004,0.01,1712930634,1712930634,2,3694,93,0,3787,18,18,30
195,31,95,143,3,9,5,3,1041,0.95,13,0.021,0.029,4148112,4148112,4,958,30,2,988,22,22,22
170,14,98,146,1,3,5,2,1133,0.975,8,0.013,0.012,10532947955,10532947955,2,1069,35,1,1104,15,15,11
8560,1689,96,145,2,485,5,2,75599,0.962,276,0.016,0.022,3466290,3466290,3,69661,3025,2,72686,1224,1224,1204
1348,523,96,144,3,87,5,2,20556,0.964,34,0.011,0.025,3022140,3022140,4,18224,1576,1,19800,233,233,436
515,57,97,145,2,7,5,2,2481,0.966,31,0.012,0.022,4130264,4130264,3,2300,92,1,2392,32,32,50
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,1312519,1312519,3,25837,2281,1,28118,275,275,528
3413,630,95,143,3,176,5,3,23473,0.956,119,0.018,0.026,3127294,3127294,4,21488,930,2,22418,425,425,454
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,331350,331350,3,25837,2281,1,28118,275,275,528
31,14,97,147,2,4,5,1,862,0.976,2,0.008,0.016,10515172967,10515172967,2,831,10,1,841,7,7,10
629,209,96,144,3,51,5,2,8114,0.963,16,0.012,0.025,407963,407963,4,7220,586,1,7806,99,99,158
2974,996,97,146,2,200,5,1,44944,0.972,22,0.006,0.022,3770091,3770091,3,40822,2819,1,43641,307,307,796
134,10,98,147,1,2,5,1,812,0.98,2,0.008,0.012,10497039693,10497039693,2,779,16,1,795,7,7,8
4721,1029,97,145,2,249,5,2,43260,0.965,140,0.012,0.023,1772551,1772551,3,39286,2392,1,41678,553,553,780
1473,319,96,144,2,86,5,2,13263,0.96,50,0.016,0.024,1182937,1182937,4,12086,643,2,12729,215,215,233
83,15,96,144,3,2,5,2,541,0.961,3,0.012,0.027,11467645890,11467645890,4,500,19,1,519,7,7,13
1094,162,96,144,3,51,5,2,6466,0.961,75,0.014,0.025,4148072,4148072,4,5973,238,1,6211,93,93,111
7469,1617,97,145,2,374,5,2,67502,0.966,140,0.011,0.023,962917,962917,3,61332,3747,1,65079,806,806,1243
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,303731,303731,2,24749,1297,1,26046,263,263,346
339,95,96,143,2,24,5,3,3866,0.956,15,0.02,0.024,1609747988,1609747988,4,3543,149,2,3692,79,79,71
2207,547,96,144,3,119,5,2,20733,0.963,27,0.011,0.026,1007356,1007356,4,18440,1516,1,19956,230,230,428
2351,647,97,146,2,119,5,1,29040,0.969,58,0.009,0.022,331349,331349,3,25837,2281,1,28118,275,275,528
9324,2491,96,144,3,542,5,2,94016,0.963,77,0.011,0.026,1175605,1175605,4,84708,5695,1,90403,1122,1122,1949
791,63,97,146,2,18,5,2,3973,0.974,28,0.011,0.015,10226289844,10226289844,2,3736,129,1,3865,45,45,45
1291,377,94,143,4,99,5,2,10701,0.949,13,0.016,0.035,1289748,1289748,5,9640,507,2,10147,177,177,278
5698,1300,97,145,2,279,5,2,59188,0.968,159,0.011,0.021,2236617,2236617,3,53743,3435,1,57178,710,710,1021
820,260,95,142,3,92,5,4,8817,0.947,27,0.024,0.029,1626133360,1626133360,4,7926,414,2,8340,217,217,168
133,18,96,145,2,5,5,2,805,0.962,6,0.016,0.022,3029002,3029002,3,745,29,2,774,13,13,13
4266,1009,97,145,2,230,5,2,46655,0.969,112,0.01,0.021,3022178,3022178,3,42820,2338,1,45158,488,488,779
1587,291,97,145,2,79,5,2,13465,0.965,39,0.014,0.021,1094955,1094955,3,12342,637,1,12979,195,195,212
1963,653,94,141,4,162,5,3,17491,0.945,2,0.018,0.037,1175424,1175424,6,15397,1124,2,16521,317,317,491
1473,319,96,144,2,86,5,2,13263,0.96,50,0.016,0.024,2017362,2017362,4,12086,643,2,12729,215,215,233
5698,1300,97,145,2,279,5,2,59188,0.968,159,0.011,0.021,1523280,1523280,3,53743,3435,1,57178,710,710,1021
697,73,96,144,2,25,5,3,3392,0.958,33,0.021,0.021,10117927550,10117927550,3,3154,93,2,3247,72,72,48
3666,760,97,144,2,202,5,2,31474,0.963,104,0.013,0.024,2116520,2116520,4,29019,1257,1,30276,438,438,558
1325,207,97,146,2,50,5,1,11151,0.974,35,0.008,0.018,2830770,2830770,3,10337,507,1,10844,100,100,157
2023,331,97,145,2,83,5,2,15888,0.969,62,0.011,0.02,1088854,1088854,3,14534,835,1,15369,188,188,248
340,56,97,145,2,18,5,2,3126,0.973,4,0.01,0.017,1224892409,1224892409,3,2938,99,1,3037,33,33,38
3130,442,97,147,2,96,5,1,26751,0.975,88,0.009,0.016,1304917,1304917,2,24749,1297,1,26046,263,263,346
9324,2491,96,144,3,542,5,2,94016,0.963,77,0.011,0.026,1175600,1175600,4,84708,5695,1,90403,1122,1122,1949
1225,218,95,143,3,60,5,3,7863,0.954,48,0.019,0.027,10365931605,10365931605,4,7137,351,2,7488,157,157,158
1459,400,95,143,3,110,5,3,15003,0.956,71,0.018,0.026,1062380043,1062380043,4,13576,755,2,14331,272,272,290
2645,265,97,147,2,61,5,1,16119,0.976,62,0.008,0.016,1756735,1756735,2,15124,597,1,15721,133,133,204
2769,477,96,145,2,123,5,2,23451,0.965,57,0.015,0.02,2192019,2192019,3,21714,895,2,22609,365,365,354
3740,1123,97,145,2,274,5,2,47387,0.965,88,0.012,0.023,1228976,1228976,3,42286,3364,1,45650,614,614,849
42,7,100,149,0,2,5,0,1633,0.995,3,0.001,0.004,11319289656,11319289656,1,1606,17,0,1623,3,3,5
3416,1116,96,144,3,267,5,2,41187,0.96,76,0.013,0.027,945003,945003,4,36918,2593,1,39511,560,560,849
